state_fips,Code,region,division,county_name,state_name,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1999,pop1998,pop1997,pop1996,pop1995,pop1994,pop1993,pop1992,pop1991,pop1990,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006
5,340600,3,7,Crittenden County,Arkansas,48106,47200,47700,49600,49200,49300,48700,48400,48200,49200,49499,49390,49347,49421,49309,49365,49385,49503,50027,50057,50138,49794,49519,49336,49549,49754,49959,49514,49632,49950,50866,51171,51059,50955,51327,51605,52083
5,320200,3,7,Cross County,Arkansas,19783,19900,19600,20000,20100,20800,20600,20800,21000,20900,20434,20509,20497,20289,20234,20052,19842,19683,19507,19321,19302,19414,19389,19284,19165,19009,19249,19202,19180,19227,19526,19530,19318,19149,19087,19244,19056
5,320400,3,7,Dallas County,Arkansas,10022,10400,10400,10500,10400,10400,10400,10500,10500,10600,10515,10482,10512,10518,10363,10230,10137,10062,9867,9719,8920,9051,9147,9276,9451,9468,9522,9546,9569,9596,9210,9027,8818,8683,8641,8470,8350
5,321200,3,7,Desha County,Arkansas,18761,18800,18800,18700,18500,18600,18700,19100,20100,19800,19760,19532,19361,19072,18793,18492,18215,17756,17344,17067,14855,15075,15225,15424,15572,15781,16016,16274,16548,16779,15341,15053,14781,14632,14507,14263,14181
5,320800,3,7,Drew County,Arkansas,15157,15100,15700,16000,16500,16500,17100,17500,17900,18200,17910,17961,17902,17868,17813,17985,17681,17570,17436,17543,17449,17475,17603,17755,17713,17553,17416,17210,17364,17350,18723,18695,18401,18556,18550,18558,18387
5,320300,3,7,Faulkner County,Arkansas,31578,33400,34400,36500,38600,39100,40100,41900,43600,45200,46192,46864,47338,48387,49865,51659,53062,54856,56519,58442,80034,78238,76518,73991,71259,68927,66611,64204,61910,60425,86014,88470,90049,92809,95124,97739,100685
5,320700,3,7,Franklin County,Arkansas,11301,11400,11900,12300,12700,13400,13300,13700,14200,14600,14705,14643,14802,15000,15095,15036,15034,15072,14986,14957,16801,16825,16552,16408,16020,15629,15427,15221,14983,14916,17771,17882,17912,17935,18012,18169,18276
5,321000,3,7,Fulton County,Arkansas,7699,8500,8600,8900,9100,9400,9800,9800,9800,9800,9975,9953,9864,10074,10115,10068,10024,10019,10022,9935,11019,10946,10835,10736,10602,10393,10220,9998,9983,10081,11642,11572,11598,11632,11838,11825,11756
5,321300,3,7,Garland County,Arkansas,54131,57200,59200,61300,63700,64100,65700,67500,68500,70000,70531,70445,70534,71455,72172,72209,72487,73244,72821,73195,84475,83661,82786,81712,80443,79421,77623,75919,74502,73497,88068,89217,89965,91114,92122,93436,95164
5,320500,3,7,Grant County,Arkansas,9711,10300,11100,11300,11800,12000,12200,12400,12800,12900,13008,12996,12840,13002,13063,13131,13398,13508,13794,13886,15984,15843,15634,15350,15082,14886,14543,14402,14077,13968,16464,16692,16736,16892,17177,17308,17493
5,320100,3,7,Greene County,Arkansas,24765,26000,27000,27800,28400,28500,29300,30100,30700,31200,30744,30629,30855,30875,30999,31258,31397,31373,31401,31589,36395,36010,35451,34969,34524,33878,33187,32746,32262,31880,37331,37776,38019,38402,38803,39342,40091
5,320900,3,7,Hempstead County,Arkansas,19308,19900,20300,20900,21200,21400,21800,22300,22700,23200,23635,23364,23242,23170,23092,22713,22302,22059,21806,21648,22093,22035,21978,21969,22026,21961,22147,21953,21687,21647,23587,23433,23444,23361,23342,23289,23347
5,320600,3,7,Hot Spring County,Arkansas,21963,22300,23300,23800,24300,25400,25100,25500,26100,26700,26819,26673,26415,26633,26759,26816,26835,26902,26411,26234,29154,28874,28617,28337,27824,27477,27091,26426,26135,26100,30353,30411,30547,30674,30917,31394,31730
5,321100,3,7,Howard County,Arkansas,11412,12000,12800,12900,12900,13000,13000,13200,13200,13400,13459,13475,13452,13583,13716,13669,13687,13658,13610,13584,13681,13682,13732,13906,13680,13656,13694,13660,13646,13576,14300,14290,14297,14438,14401,14530,14415
5,110100,3,7,Independence County,Arkansas,22723,23800,24500,24600,24800,24800,26000,27400,28500,29000,30147,30771,31368,31655,31611,31368,31424,31410,31123,31386,33066,32908,32704,32786,32680,32309,31938,31569,31425,31159,34233,34331,34323,34422,34630,34673,34909
5,110200,3,7,Izard County,Arkansas,7381,7900,8600,9100,9400,9700,9900,10100,10100,10400,10768,10780,10743,10913,10885,10909,10949,10989,11067,11244,13112,13108,13026,12728,12647,12374,12005,11813,11538,11397,13249,13272,13186,13327,13287,13328,13356
5,652200,3,7,Jackson County,Arkansas,20452,21500,21700,21800,21900,21500,22000,22000,22000,21900,21646,21329,21216,21110,20825,20280,19708,19382,19232,19015,17516,17720,17881,18243,18588,18820,18928,18873,19013,19013,18418,17830,17728,17417,17659,17576,17426
5,652300,3,7,Jefferson County,Arkansas,85329,84500,84900,84800,85400,84900,85600,86200,88000,89500,90718,90542,89524,88852,88476,88011,87467,87525,87093,86537,80785,81588,82120,82654,83322,84029,84119,84916,85130,85380,84278,83587,83149,82649,81919,81103,80655
5,652800,3,7,Johnson County,Arkansas,13630,14100,14700,15300,16000,15700,16400,16900,17500,17500,17423,17730,17883,17999,18197,18192,18359,18238,18082,18119,21358,21456,21196,20855,20284,19838,19313,18713,18568,18276,22781,22917,23222,23478,23710,24087,24453
5,654000,3,7,Lafayette County,Arkansas,10018,10000,9700,9900,9800,10000,10100,10200,10400,10200,10213,10172,10131,10185,10296,10186,10051,9999,9801,9833,8846,8942,9025,9185,9255,9216,9410,9373,9513,9594,8559,8389,8322,8315,8139,8012,7896
5,650100,3,7,Lawrence County,Arkansas,16320,16800,17300,17500,17800,18000,18500,18400,18400,18200,18447,18607,18465,18393,18309,18152,18072,18004,17662,17617,17342,17207,17439,17381,17437,17366,17335,17351,17533,17415,17774,17753,17611,17504,17359,17137,16899
5,659000,3,7,Lee County,Arkansas,18884,18000,17700,17000,16800,17100,17000,16700,16300,15800,15539,15550,15366,15202,14905,14693,14274,14025,13670,13357,12699,12912,12712,12629,12825,12978,13119,12867,12945,12990,12580,12403,12240,11850,11589,11524,11379
5,654300,3,7,Lincoln County,Arkansas,12913,12800,12800,12400,12700,13300,13300,13100,13100,13300,13369,13394,13130,13134,13186,13014,12995,13202,13538,13567,14372,14326,14302,14188,14067,13969,13864,13876,13812,13717,14492,14488,14492,14440,14247,14202,14125
5,654200,3,7,Little River County,Arkansas,11194,12100,11800,12200,12300,12700,12900,13300,13500,14500,13952,14021,13933,13933,13953,14017,13861,13786,13856,13935,13065,13154,13224,13297,13327,13467,13554,13669,13893,13989,13628,13379,13412,13381,13173,13088,13074
5,652100,3,7,Logan County,Arkansas,16789,17200,17800,18300,18700,19100,19400,19600,20000,20100,20144,20225,20260,20205,20575,20735,20708,20690,20550,20543,21134,21099,21183,21149,21005,20926,20742,20720,20527,20550,22486,22452,22526,22814,22832,22827,22903
5,659000,3,7,Lonoke County,Arkansas,26249,26400,27300,29300,30100,30900,31800,32100,33600,34300,34518,34721,35080,35665,36137,36449,37308,37820,38146,38769,51447,50004,49157,47496,45827,44170,42567,40806,39847,39463,52828,54080,55276,56651,58590,60630,62902
5,653100,3,7,Madison County,Arkansas,9453,9500,9700,9800,9800,10200,10600,10700,10800,10900,11373,11332,11300,11531,11664,11720,11649,11734,11630,11578,13313,13242,13065,13009,12888,12954,12527,12312,12012,11639,14243,14361,14316,14392,14662,14989,15361
5,653000,3,7,Marion County,Arkansas,7000,7500,8100,8500,8900,9300,10000,10800,11200,11400,11334,11400,11523,11614,11810,11754,11832,11925,12008,12058,14902,14860,14444,14386,13895,13219,12916,12460,12140,12017,16140,16304,16228,16219,16453,16693,16931
5,652700,3,7,Miller County,Arkansas,33385,34500,34900,35000,35100,36400,36600,36500,36400,37400,37766,38199,38501,39002,39057,38664,39118,39215,39291,38693,39377,39526,39550,39229,39044,38963,38737,38521,38504,38481,40443,40816,41291,41865,42339,42777,43055
5,653200,3,7,Mississippi County,Arkansas,62060,61600,61500,60100,60700,62500,61100,61000,61500,60500,59517,59047,59340,59085,59566,59252,58646,57989,57795,57776,49920,50515,50381,50350,50663,50749,51025,54929,57131,57502,51979,51051,50146,48806,48228,47763,47517
5,650200,3,7,Monroe County,Arkansas,15657,15100,14700,14700,14200,14700,14500,14500,14300,14200,14052,13763,13705,13414,13043,12756,12416,12200,11829,11554,9990,10125,10315,10349,10412,10667,10771,10934,11085,11310,10254,9951,9728,9634,9385,9277,9095
5,659000,3,7,Montgomery County,Arkansas,5821,5700,6200,6400,6800,7100,7300,7400,7400,7600,7771,7616,7571,7619,7724,7855,7805,7921,7908,7837,8740,8648,8515,8410,8277,8163,8031,7962,7861,7850,9245,9228,9140,9216,9223,9256,9272
5,652900,3,7,Nevada County,Arkansas,10111,10200,10600,10700,10600,10700,10600,10900,11100,11300,11097,11072,11036,10971,10904,10886,10805,10714,10523,10271,10024,9981,10054,9986,10020,10084,10000,9987,10015,10076,9955,9830,9698,9649,9565,9524,9471
5,659000,3,7,Newton County,Arkansas,5844,6000,6400,6600,6700,7000,7200,7500,7500,7700,7756,7684,7619,7842,7828,7852,7862,7828,7785,7668,8226,8163,8196,8025,8085,7968,7865,7657,7746,7680,8608,8516,8500,8583,8462,8387,8411
5,330200,3,7,Ouachita County,Arkansas,30896,30200,30300,30500,30300,30400,30400,30200,30300,30400,30541,30745,30923,31295,31745,31984,31946,31750,31547,31419,27487,27779,27981,28167,28440,28958,29190,29528,29811,30378,28790,28115,27795,27570,27230,27033,26710
5,330900,3,7,Perry County,Arkansas,5634,5900,6300,6400,6600,6800,6900,7300,7300,7500,7266,7375,7480,7582,7705,7707,7829,7986,8042,7967,9678,9629,9425,9239,8885,8630,8387,8293,8055,7964,10209,10326,10423,10379,10430,10453,10411
5,331100,3,7,Phillips County,Arkansas,40046,39000,38200,37700,37300,37600,37000,36400,36400,35500,34772,34244,33596,33046,32626,32319,31551,30485,29744,29254,27049,27302,27614,27666,27875,28089,28078,28089,28178,28773,26445,25723,25005,24489,24197,23823,23331
5,330800,3,7,Pike County,Arkansas,8711,9300,9500,9500,9700,9800,9600,9700,9900,10400,10373,10310,10115,10090,10078,10109,9994,10088,10187,10104,10451,10546,10475,10421,10371,10091,10036,9981,9945,10071,11303,11228,11190,11046,10988,10926,10859
5,330100,3,7,Poinsett County,Arkansas,26843,27200,27300,27500,27700,27600,27600,28000,27500,27500,27032,26666,26257,26045,25743,25677,25534,25430,25151,24869,24592,24634,24549,24593,24438,24256,24430,24349,24280,24621,25614,25591,25394,25366,25233,25287,25086
5,331000,3,7,Polk County,Arkansas,13297,14300,14500,15000,15200,15800,16400,17300,17400,17100,17007,17257,17081,17214,17373,17243,17030,17023,17243,17351,19607,19653,19496,19252,18719,18484,18073,17655,17427,17351,20229,20188,20230,20184,20055,20143,20363
5,330400,3,7,Pope County,Arkansas,28607,30600,32300,33400,34100,34900,35400,36300,37400,38000,38964,40037,40342,40813,41469,42432,43245,44001,44503,44948,52598,52041,51259,50892,50644,49873,48791,48011,47210,46190,54469,54852,55186,55238,55990,56778,57671
5,330300,3,7,Prairie County,Arkansas,10249,10600,10500,10600,10500,10800,10600,10400,10300,10000,10140,10081,10099,10045,9925,9895,9858,9820,9681,9601,9284,9344,9286,9267,9245,9186,9278,9240,9360,9513,9539,9514,9424,9302,9135,9031,8927
5,330500,3,7,Pulaski County,Arkansas,287189,295000,302600,308600,318600,320900,325800,328900,332100,333800,340598,342498,343579,344932,347551,350003,351647,352897,350206,350020,349232,348813,348896,350612,350211,351855,353647,352518,350776,349773,361474,362195,363318,363984,364325,365274,367319
5,330700,3,7,Randolph County,Arkansas,12645,13000,13400,14100,14900,15900,16000,16200,16500,16700,16834,16566,16329,16456,16286,16514,16397,16441,16354,16481,17904,17788,17675,17589,17395,17227,17141,16920,16618,16560,18195,18267,18235,18179,18402,18424,18448
5,330600,3,7,St. Francis County,Arkansas,30799,30100,30900,31200,31000,31100,31200,31400,31500,31000,30858,30842,30942,30683,30690,30528,30409,30040,29374,28854,27766,28127,28374,28333,28270,28055,27996,28141,28293,28441,29329,28796,28568,28384,28030,27725,27535
5,450400,3,7,Saline County,Arkansas,36107,39400,40200,42000,44400,45100,46200,48200,50100,51700,53156,54035,54989,55627,56337,57375,58875,60555,62026,63352,78361,77156,75893,74170,73328,70994,68851,66964,65578,64386,83529,85013,86189,87316,89102,91226,94024
5,450900,3,7,Scott County,Arkansas,8207,8900,9100,9200,9300,9600,9500,9600,9300,9500,9685,9635,9594,9654,9712,9995,10117,10359,10355,10269,10644,10585,10852,10700,10595,10519,10350,10384,10241,10193,10996,11014,11017,11003,10970,11107,11415
5,451100,3,7,Searcy County,Arkansas,7731,8100,8000,8100,8200,8500,8800,9100,8800,8900,8847,8722,8752,8708,8672,8540,8527,8404,8200,7986,7791,7735,7773,7670,7692,7628,7582,7583,7633,7810,8261,8212,8090,7949,7987,8022,8075
5,451200,3,7,Sebastian County,Arkansas,79237,81900,83800,84700,86700,112700,90600,92800,94300,94400,95172,95916,95368,96255,97482,98191,98663,99468,99977,100100,106252,105898,105936,105334,104325,103162,102920,101522,100433,99584,115071,116334,116964,117256,117527,118600,120322
5,451300,3,7,Sevier County,Arkansas,11272,11800,12600,12600,12900,13200,13300,13300,13400,13800,14060,14043,13987,14093,14098,14072,13822,13806,13579,13417,14671,14608,14526,14540,14500,14456,14368,14330,13970,13727,15757,15639,15759,15887,16046,16327,16297
5,450100,3,7,Sharp County,Arkansas,8233,8900,9800,10400,10900,11400,12300,13000,13500,14300,14607,14701,14374,14655,14661,14479,14391,14387,14258,14095,17092,16904,16649,16461,16135,15790,15405,14995,14461,14133,17119,17287,17352,17439,17423,17526,17963
5,450800,3,7,Stone County,Arkansas,6838,7200,7300,7600,7600,7900,8100,8200,8400,8800,9022,9130,9121,9298,9309,9347,9463,9570,9568,9619,11220,11092,10961,10835,10793,10632,10412,10138,9999,9827,11499,11438,11544,11600,11628,11775,11981
5,450300,3,7,Union County,Arkansas,45428,44900,45200,45600,46200,46500,47200,48200,49200,50100,48573,48481,48547,48491,48558,48499,48040,47809,47477,46725,44967,45228,45243,45704,46046,46106,46382,46570,46538,46768,45629,45109,45147,44780,44406,44060,44170
5,450600,3,7,Van Buren County,Arkansas,8275,8800,9200,10000,10500,10700,11200,12000,12700,13200,13357,13321,13520,13669,13818,13880,13887,13983,14004,13958,15677,15533,15552,15244,15047,14650,14528,14208,14271,14047,16192,16344,16277,16406,16477,16562,16718
5,450200,3,7,Washington County,Arkansas,77370,79600,83700,86100,88700,89500,91100,93900,95800,98300,100494,101197,101464,102041,103516,105092,106372,108088,109560,111127,146593,144989,143623,140342,136803,131249,126658,121717,117688,114137,157715,162743,166045,170192,175010,181366,186521
5,450500,3,7,White County,Arkansas,39253,41600,42800,44200,45500,46400,47500,48300,49200,50000,50835,51364,51308,51634,52129,52052,52688,53026,53321,54092,65081,64629,63117,62051,60548,59159,57979,56854,55902,54907,67165,68494,69095,69573,70494,71387,72560
5,451400,3,7,Woodruff County,Arkansas,11566,10700,10400,10500,10300,11000,10800,10900,11100,11200,11222,11113,10931,10764,10606,10602,10362,10144,9866,9734,8710,8837,8964,9114,9138,9219,9134,9187,9368,9476,8741,8675,8420,8271,8110,8022,7905
5,451000,3,7,Yell County,Arkansas,14208,15000,15800,16400,16700,17300,17600,17900,17700,17400,17026,17072,17175,17640,17378,17507,17583,17688,17883,17832,18853,18987,19054,18915,18669,18459,18356,18045,17821,17774,21139,21267,21372,21427,21316,21393,21834
6,450700,4,9,California,California,19971071,20346000,20585000,20868000,21173000,21537000,21934000,22350000,22839000,23255000,23667764,24285933,24820007,25360023,25844397,26441107,27102238,27777160,28464250,29218165,33145121,32682794,32217708,31780829,31493525,31317179,31147208,30875920,30414114,29950111,33871648,34550466,35024517,35466365,35841254,36154147,36457549
6,431200,4,9,Alameda County,California,1071446,1084500,1099600,1089300,1092200,1090900,1098100,1099900,1103700,1099300,1105379,1125950,1140269,1160694,1179132,1197401,1215506,1229319,1251100,1271443,1415582,1397050,1372202,1351804,1340267,1336359,1334736,1328589,1315144,1305802,1443741,1471663,1466095,1459268,1452735,1451065,1457426
6,430200,4,9,Alpine County,California,484,600,700,700,700,800,800,900,1000,1200,1097,1131,1145,1119,1092,1156,1197,1141,1162,1161,1161,1192,1212,1239,1227,1184,1185,1147,1158,1106,1208,1205,1217,1188,1192,1138,1180
6,430900,4,9,Amador County,California,11821,12500,12700,13500,14600,15100,15300,16200,17300,18600,19314,20205,20605,21103,21821,22659,23375,24531,27077,28939,34153,33415,33423,33214,32976,32693,32285,31854,31262,30289,35100,35835,36792,37301,37715,38434,38941
6,431000,4,9,Butte County,California,101969,105900,112800,113200,117300,121600,125400,129500,131800,138500,143851,148451,151913,154263,156791,160680,163233,166970,171909,176583,195220,194347,193061,192116,192543,191811,190670,188905,186851,183497,203171,205924,208683,210985,212609,214153,215881
6,433100,4,9,Calaveras County,California,13585,13900,14200,14800,15200,15200,15700,16700,18300,19800,20710,21700,22778,23530,24196,24870,25854,27194,28248,30071,40051,39642,39144,38476,37729,37097,35945,35221,34030,32539,40554,41763,43113,44666,45623,46779,47722
6,431300,4,9,Colusa County,California,12430,12400,12200,12200,12400,12600,12800,12800,12700,12900,12791,13184,13872,14109,14159,14701,14930,14972,15494,16004,18844,18596,18425,18033,17679,17331,17056,16882,16596,16340,18804,19153,19394,19773,20448,20873,21272
6,430800,4,9,Contra Costa County,California,556116,563400,567600,574000,581700,589100,601200,615000,626100,642800,656331,667293,678903,690150,698814,711446,725367,739987,759242,784395,933141,917970,899494,881213,869437,859872,850732,838364,822332,809199,948816,977125,988997,999196,1007254,1017644,1024319
6,430100,4,9,Del Norte County,California,14580,15000,15000,15400,15600,16100,16300,16800,17700,17900,18217,18789,18571,18704,18505,18701,19087,19526,20308,21270,26477,27006,27186,26864,26726,27063,26833,26601,25849,23984,27507,27406,27536,27878,28290,28719,28893
6,430300,4,9,El Dorado County,California,43833,46000,48500,52700,55600,58400,62500,67000,73700,80700,85812,89367,92428,93434,95371,99093,102450,106852,112687,118828,161358,158322,154798,151257,148185,144961,141771,137444,133480,128095,156299,161379,165707,168986,172638,176319,178066
6,430400,4,9,Fresno County,California,413329,424700,431900,439900,449900,464200,477200,489000,497600,506300,514621,528891,541500,555873,572091,584070,593621,608831,627658,650755,763069,755051,750640,743479,734615,727869,717746,703846,688511,671660,799407,814910,832415,850360,865468,878089,891756
6,431100,4,9,Glenn County,California,17521,17400,17500,18300,18500,19200,19700,20100,20000,21000,21350,22050,22346,22873,22835,23171,23214,23318,23844,24428,26328,26176,26214,26111,26008,25783,25642,25509,25199,24916,26453,26434,26823,27235,27418,27683,28061
6,430700,4,9,Humboldt County,California,99692,100100,103000,104400,105500,104200,105200,106300,107400,107800,108525,110338,109889,109638,110275,111050,111702,112818,114774,117161,121358,122163,122639,122421,122814,121480,122234,121751,120612,119596,126518,126685,127378,127753,128232,128359,128330
6,430500,4,9,Imperial County,California,74492,74900,75900,79600,81500,83000,85300,87000,88500,90100,92110,94301,95688,96890,97475,99199,98885,100077,101881,105166,145287,143735,142155,140921,139418,136248,134624,127533,117663,110930,142361,143711,145774,149049,152167,155862,160301
6,430600,4,9,Inyo County,California,15571,15800,15500,16300,16700,16900,17000,17200,16500,17700,17895,17954,18410,18420,18203,18083,17862,17794,17946,18317,17958,18071,18273,18338,18420,18450,18346,18374,18321,18273,17945,17993,18290,18342,18217,18040,17980
6,610600,4,9,Kern County,California,330234,336200,336800,343000,344800,356900,366900,372200,378000,393200,403089,418877,433698,446961,459411,474243,486217,497910,510980,527922,642495,631615,624577,618020,612897,608858,597880,586745,569829,549219,661645,675997,693125,712860,733784,756981,780117
6,610300,4,9,Kings County,California,66717,66500,68200,68300,69100,70600,71700,72500,73600,73600,73738,76229,78213,81138,83004,85205,86372,88032,94510,99850,123241,118667,114344,113329,112076,110146,107978,106510,104357,101809,129461,131942,134535,138515,142187,143467,146153
6,610900,4,9,Lake County,California,19548,20900,21800,23500,24100,25600,27400,29600,32200,34700,36366,38623,39991,41805,43812,45494,46135,47139,47911,48942,55405,55076,54842,55098,55230,55243,54839,53919,52802,51106,58309,60610,62255,63343,64234,65157,65933
6,610200,4,9,Lassen County,California,16796,17200,17700,17600,18200,18600,18600,19400,20000,21100,21661,22570,23370,23558,23830,24128,24639,26051,26681,27334,33028,33281,33432,31270,28296,28062,28231,27973,28038,27653,33828,33651,33556,34074,34518,34603,34715
6,610800,4,9,Los Angeles County,California,7041982,7103600,7056600,7040400,7085800,7116800,7211700,7251600,7351700,7401000,7477239,7608796,7767422,7920955,8041685,8182906,8393640,8553844,8667680,8793710,9329989,9223807,9126131,9056547,9029470,9048129,9064197,9021867,8931985,8875317,9519338,9663083,9776424,9862088,9917538,9941197,9948081
6,610400,4,9,Madera County,California,41519,42800,43200,44500,46100,47900,49700,52800,55700,60200,63116,67214,69240,71504,72996,75118,76960,79003,81762,84797,116760,114523,112440,109751,106535,105181,102681,98751,95042,89014,123109,125933,128918,133686,138895,142530,146345
6,610500,4,9,Marin County,California,208652,207000,207700,215800,211600,217000,221000,223300,223600,222900,222592,223911,223426,223972,223232,222459,224013,224938,226013,229176,236768,236377,234518,232489,233943,234777,234606,233528,232088,230263,247289,248494,247350,246627,245884,247103,248742
6,610700,4,9,Mariposa County,California,6015,6600,6800,7400,7900,8300,8700,9200,9700,10600,11108,11555,11798,11980,12310,12654,12873,13130,13514,13907,15605,15786,15559,15836,15652,15553,15439,15242,14862,14412,17130,17156,17303,17773,17892,18058,18401
6,611000,4,9,Mendocino County,California,51101,52000,52500,55100,56500,57200,58900,61100,63000,65000,66738,68385,69726,70700,71811,73390,74293,75320,76493,78444,84085,83754,83268,82930,82483,81791,81629,81645,81543,80820,86265,86952,87608,88443,88320,88276,88109
6,610100,4,9,Merced County,California,104629,108000,110500,114400,117900,121500,126400,126600,128400,131800,134557,139632,142766,147657,151357,155939,158988,162956,167749,172988,200746,197261,193893,190991,192175,195205,191195,188184,185381,179812,210554,218273,225055,231406,236774,242249,245658
6,140100,4,9,Modoc County,California,7469,7700,7800,7700,7900,7900,8000,8200,8300,8400,8610,8988,9268,9467,9630,9499,9368,9350,9361,9662,9210,9338,9603,9642,9578,9682,9590,9775,9693,9668,9449,9331,9352,9467,9566,9503,9597
6,140800,4,9,Mono County,California,4016,4500,5000,6400,6800,7100,7100,7300,7100,8200,8577,8916,9278,9225,8790,8806,8795,8916,9071,9514,10512,10307,10410,10400,10488,10559,10260,9933,9806,10075,12853,12898,13003,12832,12706,12712,12754
6,140700,4,9,Monterey County,California,247450,252700,254100,255300,263500,271000,275900,281500,284100,286900,290444,299677,306241,313698,321458,328102,335849,341268,345947,349872,371756,366631,358888,347292,343082,342872,362913,366296,361559,356947,401762,408558,412158,414644,414538,412340,410206
6,141000,4,9,Napa County,California,79140,81800,83200,87700,90800,93600,95000,96500,96400,98800,99199,99662,101178,101549,101902,103014,104237,105010,106130,108662,120962,119540,117944,116387,115320,114956,114034,113631,111897,111215,124279,127825,130138,131822,132364,132516,133522
6,140500,4,9,Nevada County,California,26346,27400,28700,31300,33000,34600,37400,40500,44600,48400,51645,56160,59087,60782,62829,65287,67718,70556,73369,76133,92014,91114,89981,88579,87105,85644,84221,83131,81419,79185,92033,93868,95052,96154,97308,98263,98764
6,140200,4,9,Orange County,California,1421233,1484200,1536800,1607100,1669100,1725700,1772700,1812100,1853100,1892000,1932921,2004806,2045925,2088886,2123362,2171930,2228895,2281486,2333101,2383920,2760948,2723782,2665599,2606488,2572393,2541371,2513289,2483337,2445044,2417569,2846289,2898135,2932364,2961937,2983977,2992642,3002048
6,140600,4,9,Placer County,California,77632,80900,83100,85500,88200,90900,95400,99600,107700,112800,117247,122444,126216,128535,132575,136789,141432,147363,153610,162658,239485,229216,220477,213335,205963,198429,192007,186799,181342,175421,248399,264840,278920,293254,306151,316868,326242
6,140900,4,9,Plumas County,California,11707,12100,12500,13100,13600,14000,14200,15100,15800,16700,17340,17808,18176,18024,18154,18606,18693,19014,19316,19410,20370,20362,20429,20414,20518,20540,20745,20612,20095,19811,20824,20899,21001,21164,21297,21409,21263
6,140300,4,9,Riverside County,California,456916,477600,493200,497900,515900,528600,548000,578000,611900,640000,663199,693249,719842,746898,783202,825685,871209,930059,995977,1084568,1530653,1480708,1439674,1406769,1383646,1354966,1321304,1290328,1248277,1193639,1545387,1620932,1694734,1781299,1868528,1945392,2026803
6,140400,4,9,Sacramento County,California,634373,653800,669400,669900,683600,697400,711800,727600,748300,768500,783381,806297,832148,852626,869581,891113,916044,948523,979279,1008753,1184586,1166699,1152550,1141118,1128394,1119846,1119353,1114853,1103715,1075309,1223499,1266762,1302102,1330044,1350861,1363423,1374724
6,141100,4,9,San Benito County,California,18226,18700,19100,19700,20200,20900,21900,22800,23600,24300,25005,25905,26916,27758,28959,30392,31649,32952,34374,36137,51276,48984,46639,44089,42267,40728,39443,38283,37305,36828,53234,55011,55714,56114,55953,56006,55842
6,231100,4,9,San Bernardino County,California,682233,693600,696300,704300,713900,719900,734500,769700,823900,856800,895016,932934,966760,996565,1027817,1072242,1124169,1192197,1271189,1352911,1669934,1635967,1609221,1588541,1569793,1553732,1545508,1532114,1491021,1437012,1709434,1762152,1809402,1861853,1914795,1964511,1999332
6,230400,4,9,San Diego County,California,1357854,1391900,1433100,1499600,1540700,1616900,1642800,1715500,1775400,1827600,1861846,1927018,1972354,2018133,2066419,2126090,2196834,2275309,2364284,2444380,2820844,2766123,2722060,2673685,2641561,2626939,2609266,2601147,2554271,2513216,2813833,2864593,2901719,2921810,2933929,2936609,2941454
6,230100,4,9,San Francisco County,California,715674,708100,700200,700000,698400,686100,686100,679400,677700,675800,678974,686915,695546,704809,713196,727977,737396,736499,730471,725889,746777,745756,740993,735228,730628,729051,729746,727291,725237,722749,776733,775257,763400,752853,743852,741025,744041
6,230200,4,9,San Joaquin County,California,291073,296200,300200,303900,306700,309800,317700,320800,332700,338400,347342,361462,373479,385721,398731,416042,430786,445726,457138,466863,563183,549684,539997,531560,523653,516797,509810,503293,494221,484360,563598,593184,612730,631227,649338,664796,673170
6,232700,4,9,San Luis Obispo County,California,105690,109300,115500,119800,125500,126500,134300,138600,145900,150900,155435,161886,166563,171365,177566,185248,192497,199345,204261,213314,236953,234074,231426,228546,225664,223264,221030,220353,219091,218117,246681,250858,252022,252974,254312,255538,257005
6,231200,4,9,San Mateo County,California,557361,556300,559500,567100,568400,575400,580600,581800,582600,585600,587329,591734,595851,606455,613706,620182,621584,628256,636614,646078,702102,701080,695689,685365,677837,673139,667971,661529,654577,650050,707161,708114,702566,699751,698912,701175,705499
6,230900,4,9,Santa Barbara County,California,264324,269900,277000,277400,278400,282600,286100,290400,295400,295400,298694,305588,313073,322294,329133,338569,345651,352021,355810,365695,391071,389472,386789,382215,381289,381528,378009,376523,374051,370420,399347,400925,401870,402939,401669,400908,400335
6,230700,4,9,Santa Clara County,California,1065313,1100500,1138800,1163900,1164600,1192800,1206700,1231600,1260400,1271400,1295071,1324722,1345039,1374018,1396226,1419520,1429933,1447591,1472234,1498121,1647419,1641848,1621660,1593625,1566760,1550060,1539465,1523971,1508020,1497644,1682585,1692695,1679529,1679420,1685568,1705158,1731281
6,230600,4,9,Santa Cruz County,California,123790,129900,141900,145300,149800,158600,168000,175100,174900,184000,188141,193590,197353,201921,205964,212143,216661,221202,225700,231463,245201,243200,238862,235633,234717,234059,232600,230983,228984,229385,255602,255409,253461,251506,250763,249420,249705
